V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,
-0.60082,0.92245,-0.13595,-1.2599,2.4398,3.3302,0.087107,0.94966,-0.32793,0.061709,-0.15739,-0.23322,-0.053332,0.22114,1.0571,0.50563,-0.89969,0.081847,0.35753,0.34803,-0.31149,-0.92723,-0.045268,0.97959,0.016423,0.091043,0.37128,0.18019,1.79,0
-0.15999,-0.61163,2.0814,-1.0481,-1.0835,0.25436,-0.78294,0.264,0.40451,-0.2323,-2.0932,0.4651,0.6505,-1.5145,-2.535,-1.7868,0.29146,0.85194,-0.56458,-0.51018,-0.3654,-0.12793,0.16318,0.10423,-1.2868,0.74763,0.24178,0.23706,10,0
1.1714,0.47497,0.011761,1.2643,0.11623,-0.86599,0.55439,-0.27637,-0.4713,0.029104,0.25201,0.74068,0.58888,0.4803,0.79941,-0.59209,0.032839,-1.0124,-0.79929,-0.11944,0.070051,0.27884,-0.097491,0.42628,0.74494,-0.27473,0.0084716,0.015492,20,0
-1.5515,-1.0533,0.76281,1.3351,-2.5855,1.9423,1.6467,0.64127,-0.64986,-0.89443,0.98829,0.88242,1.0579,0.21182,1.1514,0.72192,-0.5803,1.2131,-0.24919,1.4334,0.86761,1.2542,1.5723,-0.35625,-0.21082,-0.22961,-0.20543,0.039258,700,0
1.04,-0.53436,1.8652,1.1451,-1.4881,0.58964,-1.1199,0.38278,1.4192,-0.34312,0.61749,1.9268,0.44832,-1.0738,-2.3357,-0.37536,0.18455,-0.049007,0.60405,-0.05388,-0.014701,0.43084,-0.071344,0.63843,0.36678,0.45121,0.05384,0.023451,22,0
1.2121,0.24641,0.30917,0.58474,-0.38158,-0.76497,-0.067783,-0.012991,-0.11062,-0.091448,1.499,0.51375,-0.62726,0.062088,0.47813,0.71188,-0.21304,0.29152,0.097166,-0.11786,-0.24463,-0.78119,0.12537,0.26817,0.16014,0.079645,-0.032015,0.019052,2.28,0
-0.43321,1.0208,2.0197,3.0033,0.031308,0.18706,0.85086,-0.14393,-0.91804,0.88632,-0.81186,-0.33845,-0.064504,-0.27519,0.055225,-0.64615,0.31393,-0.29594,1.1779,0.4711,-0.1773,-0.18026,0.0077603,0.38266,-0.18719,0.10007,0.20404,-0.01815,65.26,0
0.073497,0.55103,0.45189,0.11496,0.82295,0.25148,0.29632,0.1395,-0.12305,-0.14262,-1.6529,-0.90837,-0.65348,0.40931,1.4906,0.10465,-0.40292,-0.11327,0.77733,-0.04392,-0.12876,-0.38193,0.15101,-1.364,-1.3891,0.075412,0.23175,0.23017,0.99,0
1.3218,0.65805,-0.79331,0.42965,0.41797,-0.92768,0.18092,-0.23676,0.020143,-1.1217,-0.14929,0.082584,1.194,-2.3808,1.2413,1.1636,1.0971,0.78893,-0.10934,0.069873,-0.24871,-0.59928,-0.13823,-0.58758,0.49909,0.58934,-0.013969,0.055506,1,0
-0.82746,1.2486,1.0238,0.61808,0.19109,-0.20873,0.96472,-0.13917,-0.62585,0.42732,1.0287,0.42375,-0.24231,0.42451,0.36868,-0.012839,-0.58549,0.15783,1.1497,-0.090658,-0.35519,-0.94756,0.13505,-0.074105,-0.73201,-0.94368,-0.64929,-0.36876,44.2,0
-1.3291,1.9559,1.1183,2.3184,1.5825,0.38994,-1.2873,-1.3239,-1.0503,2.0328,0.37043,0.73343,1.2083,0.18473,0.55039,0.43446,-0.59824,0.534,1.415,0.20508,1.287,-1.262,-1.7328,-0.79237,-0.77504,-0.048443,0.78311,0.40448,5.42,0
1.275,-0.77878,1.1625,-0.18042,-1.5326,-0.10181,-1.1857,0.076522,-0.26508,0.67945,-1.0827,-0.30277,0.65599,-0.39895,1.4956,-0.50257,-0.60509,1.9126,-1.1699,-0.38401,-0.15406,0.0037129,-0.040272,-0.10337,0.12975,0.60592,0.032167,0.03673,42.9,0
-4.0669,-5.0812,-0.11691,-1.3128,2.6888,2.7559,-1.9991,1.7264,-0.41359,-0.76934,-1.266,-0.30698,0.096136,-0.5813,-1.5974,1.2137,0.29819,-0.60405,0.53423,1.8769,0.79493,0.29482,0.42979,1.0593,0.6063,-0.1831,-0.057777,-0.5324,355.51,0
-0.36553,1.0069,1.1083,-0.42869,0.59051,0.10547,0.60293,0.13231,-0.6364,-0.15223,0.32488,0.46986,0.55657,0.18739,0.18795,0.7159,-1.0914,0.47292,0.74092,0.16587,-0.25003,-0.66333,-0.1894,-0.84568,-0.05576,0.12484,0.26352,0.099579,0.89,0
-0.95782,0.24798,3.7729,3.3114,-1.3054,1.6684,-0.67193,0.45399,0.55511,0.78506,0.018822,-0.38368,-2.2071,-0.94991,-1.5304,-0.47774,0.56277,0.91928,1.5567,-0.065313,0.10711,0.86686,-0.43199,0.5814,-0.015715,0.46241,-0.17922,-0.17154,71.69,0
-1.4285,1.7936,0.54576,-0.39931,0.67358,0.74592,-0.35847,-4.0447,0.23236,-0.08132,-1.2812,-0.4872,-1.0107,0.29723,0.51504,0.22907,-0.51704,-0.11755,-1.2338,-1.0129,3.8447,-1.0937,0.2568,-0.86969,0.25249,-0.45273,0.055281,-0.15321,2.29,0
1.2647,0.16829,-0.27534,0.22063,0.45922,0.46862,-0.17279,0.2091,-0.028623,-0.13427,0.53467,0.17922,-0.37591,0.0027046,0.82323,0.80619,-0.42136,0.27256,0.24115,-0.10601,-0.30479,-0.90861,-0.0094388,-1.3768,0.26682,0.19197,-0.016844,0.0020343,1.29,0
-0.43109,0.89075,1.7205,-0.23825,0.27326,-0.97019,1.2499,-0.48368,-0.87116,-0.34569,-0.0093604,0.16827,0.71517,0.017896,1.0317,-0.38019,-0.04346,-0.8575,1.1674,0.2905,-0.41264,-1.112,-0.057684,0.43011,-0.06325,0.72381,-0.2107,-0.16106,27.99,0
-0.78267,1.018,1.5059,0.9209,0.75877,0.39247,1.3576,-0.66645,1.0711,1.7027,-0.81249,-0.91415,-1.2342,-0.85679,0.55104,-1.4023,0.060432,-0.54799,0.85879,0.66381,-0.41046,0.14597,-0.24811,-0.45212,0.014228,-0.28196,0.11837,-0.50847,23.63,0
1.294,-0.76281,0.11125,-0.53542,-1.1344,-0.9377,-0.47758,-0.041694,-0.68574,0.80135,0.99613,-0.96086,-2.4206,0.47747,-0.69017,0.77387,0.57884,-0.94471,1.0305,-0.022437,0.21162,0.43205,-0.157,0.52605,0.63929,-0.091242,-0.03494,-0.0027095,48,0
-0.72364,0.1545,1.2632,0.96498,-0.02717,2.2852,1.8917,-0.14148,-0.11065,-0.14759,0.41156,0.05995,-0.30244,-0.24312,1.5101,-1.7977,0.98142,-2.1499,-0.88525,-0.013164,-0.078788,0.42411,0.20643,-0.96641,-0.76168,-0.43722,-0.051109,-0.38074,318.5,0
1.1368,-0.10377,0.90469,0.48821,-0.67852,0.039861,-0.58129,0.271,0.25654,0.068092,1.4452,0.50627,-0.85021,0.46422,0.96325,0.52201,-0.46301,0.029022,-0.38666,-0.16609,-0.017527,-0.093159,0.11972,-0.00058801,0.026252,0.22922,0.00020119,0.010945,6.47,0
0.72675,-0.52804,0.050366,1.3736,-0.12412,0.41569,0.25955,0.085114,-0.0030254,-0.062291,0.90666,1.2285,0.086611,0.25063,-0.76578,-0.41202,-0.11194,-0.35658,-0.024937,0.28575,0.061888,-0.10184,-0.30837,-0.27067,0.60441,-0.33369,-0.0039443,0.040685,224.97,0
-0.59807,1.2641,1.4103,1.6952,0.39173,0.19258,1.1182,-0.050613,-1.717,0.45735,0.85579,0.59404,0.82172,0.18948,-0.53064,0.75264,-1.0119,0.3791,-0.43582,-0.015371,0.14255,0.31785,-0.19907,0.014307,0.15058,-0.01571,-0.071642,0.034371,75.83,0
1.1993,0.36574,0.42816,0.61773,-0.34261,-0.84587,0.041919,-0.11462,-0.3606,-0.13737,1.9489,1.4103,0.89462,-0.23569,0.2921,0.5787,-0.22722,0.03313,0.0091316,-0.025318,-0.21335,-0.61552,0.13239,0.51704,0.18549,0.061686,-0.021504,0.024434,1.98,0
-0.14326,0.74365,1.5341,1.0622,0.20819,-0.83862,0.52415,-0.29466,-0.47886,-0.0060966,-0.12131,-0.5643,-0.35263,-0.33651,1.8801,-0.32368,0.54129,0.1393,1.5928,0.27142,-0.20501,-0.46089,0.047407,0.33924,-0.77944,0.23446,-0.024125,-0.049898,1.98,0
-0.2413,1.0893,0.70399,-0.26599,0.6929,-0.17935,0.68465,0.02071,-0.28605,-0.50854,-1.4792,-0.59153,0.26966,-0.49476,1.0063,0.79548,-0.49522,0.32983,0.43667,0.15485,-0.35647,-0.95438,-0.18444,-1.0708,0.023379,0.15895,0.2429,0.083893,4.65,0
0.066061,0.87626,1.094,1.5562,-0.072318,-0.6719,0.56971,-0.14379,-0.60947,0.12239,-0.47755,-0.34854,-0.27591,0.46981,1.6199,-0.63798,0.17942,0.26376,1.3327,0.12679,0.15976,0.4978,-0.043266,0.39792,-0.35815,-0.18633,0.13574,0.09884,23.32,0
1.1684,0.31998,0.58969,1.0448,-0.37694,-0.67733,0.054472,-0.08767,-0.30411,0.14723,1.611,1.2783,0.48288,0.42882,0.24413,0.28401,-0.68367,0.19329,-0.16528,-0.091523,0.020051,0.06697,-0.017274,0.53243,0.50207,-0.4708,0.021893,0.019337,8.09,0
-1.5058,-0.21533,1.9913,-1.6315,-0.63597,0.22841,-0.034266,0.042696,-0.23544,0.16474,-1.5183,-0.31742,1.1205,-1.5248,-1.2185,1.063,0.044391,-1.3408,0.71563,0.23275,-0.10194,0.14815,-0.45011,-0.39656,0.55422,-0.34049,-0.33562,-0.41338,82.29,0
-0.9136,0.16226,0.54143,-1.9318,0.2354,-0.20926,0.77052,-0.40719,-1.3748,0.31119,-1.7156,-0.15392,1.9229,-0.48434,0.19471,-0.82573,-0.90251,1.2143,-0.73985,-0.59184,-0.38255,-0.54674,-0.32002,-0.92838,-0.080009,0.90869,-0.28688,0.14045,99.95,0
0.07575,1.027,0.83489,1.2089,0.10755,0.46598,-0.33096,-1.6199,-0.4366,0.060715,-0.43121,0.53704,0.94251,0.31897,1.5966,-0.32772,0.01698,-0.40759,0.24301,-0.2587,1.4907,-0.53241,-0.17977,-0.42272,0.77477,-0.17243,0.26508,0.23002,20,0
0.80385,-0.57172,1.0481,1.1677,-0.70229,1,-0.69297,0.48359,0.57731,-0.097277,1.3663,0.94606,-0.53352,0.1275,0.49899,-0.11272,-0.060015,-0.11353,-0.90197,0.029185,0.3005,0.7782,-0.14478,-0.27747,0.27213,-0.22747,0.072237,0.038945,127.75,0
-0.54941,0.67686,2.1519,1.0145,-0.62001,0.076154,0.041578,0.34267,0.12472,-0.048092,0.73798,0.1973,-1.3503,0.096466,-0.39187,-0.28617,-0.041453,0.83692,0.77712,0.10475,0.21202,0.8502,-0.1856,0.54499,-0.13061,-0.19637,0.42212,0.20331,20.7,0
-0.35129,1.1838,0.53079,0.54389,0.79844,-0.80447,1.5632,-0.93579,0.63363,2.3036,1.3989,-0.31866,-1.4106,-0.15522,0.27795,-0.70623,-0.78009,0.35409,0.61868,0.5964,-0.12175,0.66812,-0.05738,0.3014,-0.73095,-0.53862,-0.037212,-0.47996,1.79,0
-0.92252,0.84158,2.078,1.3731,0.66653,0.77901,0.60946,0.40237,-1.0884,-0.096632,0.44957,0.39733,-0.54162,0.015321,-1.6723,0.45472,-0.56687,-0.38464,-1.0885,-0.10556,-0.12743,-0.45804,-0.067387,-0.3508,0.039176,-0.29108,0.058607,0.08976,37.2,0
-1.1315,1.0164,0.73581,1.1666,0.79024,-1.1872,0.73647,-0.32799,-0.55555,-0.45453,0.023277,-0.18631,0.3951,-1.3089,1.2205,0.11643,0.86288,0.64978,0.31755,-0.26597,0.0096126,0.31574,0.05421,0.29423,0.0038768,-0.31416,-0.099512,0.1227,1,0
-0.7733,-0.19066,2.4049,-1.7999,-0.39652,0.19922,0.25781,-0.34196,-0.069728,1.1814,1.4653,-0.10512,-0.23254,-1.3971,-1.2172,0.56808,0.036588,-1.2726,-0.090212,0.43614,0.23514,1.4478,-0.32061,0.27103,-0.068299,-0.26682,-0.12706,-0.39203,32.77,0
-0.93115,0.82589,0.16801,-0.077212,2.9665,4.0995,-0.1469,-1.1113,-0.023183,0.39539,-0.47471,-0.18107,-0.34698,-0.25255,0.06634,-0.63604,-0.32612,0.14093,1.2075,-0.18154,1.3175,-0.70084,-0.21769,0.99648,0.29265,-0.31773,-0.22121,-0.30092,5.99,0
-0.27829,0.86621,-0.30062,-1.1173,2.5422,3.2706,0.117,0.93469,-0.50387,-0.44516,-0.010315,-0.33258,-0.079644,-0.25872,1.0975,0.71543,-0.48252,0.32355,0.28282,0.22147,-0.32054,-1.0057,-0.055449,0.93579,-0.0075645,0.088109,0.24804,0.090837,0.89,0
1.1987,-0.42033,0.014599,-0.27079,-0.47107,-0.38461,-0.08389,-0.07757,-1.5375,0.84637,1.5126,0.85869,0.41055,0.52957,0.14745,-1.574,0.024288,0.49901,-0.73968,-0.40155,-0.63021,-1.5044,0.19377,-0.017458,0.058387,0.14537,-0.034904,0.011037,63.9,0
-0.92389,0.56885,1.2442,-0.59747,1.0849,-0.37698,0.56821,-0.0092715,-0.24654,-0.20077,1.3254,0.35818,-0.37915,-0.4017,0.074929,0.55759,-0.46241,-0.04733,-0.72837,-0.017714,-0.21556,-0.43326,-0.083938,-0.36365,-0.5999,-0.11445,0.10157,-0.033302,6.45,0
1.0293,-0.51629,1.2918,0.36468,-1.2785,-0.19638,-0.61017,0.11179,1.0753,-0.53759,-0.00048652,1.1348,0.425,-0.59334,-0.14492,-0.58771,0.58706,-1.32,-0.11431,0.015554,-0.13286,-0.18149,0.12215,0.69845,-0.0084699,0.93197,-0.022779,0.02664,61.18,0
1.1877,-0.14102,0.56346,0.76638,0.15107,1.5969,-0.74247,0.45852,0.66948,-0.089759,-0.32941,0.95638,0.74104,-0.33964,-0.19956,0.46223,-0.87794,0.48555,0.3676,-0.064767,-0.090517,-0.023452,-0.20748,-1.6861,0.55974,-0.29158,0.086083,0.0084219,9.99,0
-0.30492,-0.52139,1.3412,-0.2558,-1.1209,0.91826,0.17435,0.35894,1.2084,-1.1151,0.79252,0.94725,-0.63752,-0.050796,0.54819,-1.5469,0.7327,0.49179,2.6424,0.49022,0.12429,0.4057,0.41819,-0.30574,-0.48799,-0.55978,0.17108,0.10715,196.7,0
-1.2695,-1.0272,2.2614,-0.50436,0.69342,1.2378,0.056065,0.091919,-0.67668,0.33,0.42649,0.48536,0.79588,-0.91087,0.71526,-2.7449,0.67942,-0.70031,-3.464,-0.52773,-0.13178,0.69727,0.2885,-0.64449,0.027409,-0.32971,-0.29179,-0.38156,79,0
0.86065,-0.24738,0.75408,1.1855,-0.48617,0.24101,-0.19778,0.13602,-0.13892,0.069816,1.6306,1.4226,0.92905,0.19049,0.68874,0.33601,-0.63373,0.1582,-0.74097,0.17697,0.2854,0.61247,-0.17576,0.047503,0.37859,-0.30509,0.037626,0.043644,137.3,0
-0.93823,0.10472,1.3096,-0.86754,0.45069,-1.4375,0.6506,0.02836,-0.58868,-0.55639,1.1561,-0.21844,-2.0493,0.89691,-0.27675,0.46342,-0.50061,-0.2212,0.012237,0.0043802,-0.23709,-1.1508,0.26246,0.47521,-0.51679,0.42688,-0.058198,0.108,39.94,0
-0.18842,0.8776,-0.73469,-0.9134,1.9418,4.0374,-1.7071,-2.5376,-0.59034,-0.76304,-0.15403,0.25252,-0.27993,0.88357,1.0839,0.82663,-0.72461,-0.00078414,-0.0011081,0.54341,-0.82408,-1.0423,0.16826,0.96386,0.88785,0.17117,0.012284,0.16454,1.98,0
1.1824,0.059489,0.31067,0.82882,0.34121,1.1126,-0.29278,0.28739,0.26831,-0.087575,0.15128,1.3159,0.93045,-0.13817,-0.52182,0.09515,-0.62629,-0.17409,0.48847,-0.061463,-0.33782,-0.77684,-0.056486,-1.357,0.47579,-0.54652,0.063035,0.0080467,12.99,0
-1.4998,1.0596,0.49691,1.0061,-0.67295,-0.4903,1.1024,-0.084854,-0.59923,-0.072664,-0.52773,0.19336,0.57169,0.36925,1.0379,-0.14502,-0.1312,0.055643,0.50702,-0.6348,0.08271,0.61035,0.25793,0.42652,-0.14591,-0.34852,-0.21515,-0.027602,153.91,0
-1.4272,-0.52777,2.4602,-2.8075,-0.45711,-1.3657,0.51603,-0.1326,1.6542,-1.862,-0.37505,0.34786,-0.47626,-0.59143,0.22669,-0.053585,-0.64254,0.10773,-0.99508,0.33284,0.17552,0.57566,-0.1117,0.75295,0.675,-0.16229,0.058107,-0.086261,101,0
-0.37056,0.59981,0.21668,-0.51309,2.6971,3.8828,0.29554,0.85006,-0.29719,0.19199,-0.92547,-0.36943,-0.37779,-0.49381,-1.4813,0.68436,-1.0482,-0.2567,-0.85991,0.11389,-0.14792,-0.17621,-0.12057,1.0423,-0.3917,0.6754,0.16359,-0.0049965,10.27,0
-5.8525,5.2674,-1.7619,-1.4413,-0.98853,-0.67219,0.07576,0.7742,3.5801,6.5108,1.2765,0.83706,0.37726,-1.6148,0.53473,0.41667,-0.54183,0.22826,-0.24388,2.9833,-0.91091,-1.205,0.21577,-0.49807,1.1259,0.20145,2.4689,1.5731,8.97,0
-0.74288,0.56325,1.2072,0.91239,1.0538,0.57472,0.21563,0.25366,-0.43472,-0.048011,0.25284,0.43243,-0.42969,0.21047,-0.52915,-0.65479,-0.011332,0.075368,1.0898,-0.11891,-0.007178,0.16643,-0.37009,-0.79321,-0.014647,-0.25125,0.086313,0.089217,1.19,0
1.2285,0.09187,-0.26838,0.74891,0.44903,0.4536,-0.01306,0.098526,-0.068926,0.22208,-0.32423,0.01658,-0.29951,0.54213,0.47575,0.94813,-1.336,0.96285,0.50521,-0.026945,-0.098694,-0.41024,-0.27182,-1.42,0.70194,-0.33589,0.003435,0.0039939,45,0
-0.57201,0.37498,0.92382,-0.95401,0.75364,0.13949,1.4507,-0.55172,-0.12616,0.068445,0.35118,0.22494,0.44823,-0.36239,-0.29747,0.8289,-1.6467,0.55957,-0.20329,-0.12756,-0.030324,0.33478,-0.19246,-0.79031,0.11017,0.30976,-0.50472,-0.49829,95.56,0
-0.42922,0.69885,1.589,1.2972,0.11933,0.21413,0.38746,0.27652,-0.48315,-0.091352,1.0114,0.18949,-1.6193,0.53298,-0.35437,-1.0133,0.53399,-0.072675,0.97797,-0.055186,0.073325,0.32485,-0.10207,0.21414,-0.25123,-0.26704,0.16912,0.13383,13.99,0
1.2939,0.33807,-0.042759,0.50213,0.072283,-0.58346,0.12378,-0.18747,0.001883,-0.3034,-0.7176,0.26505,0.94891,-0.44933,1.0928,0.69708,-0.34214,-0.094491,0.10994,0.0054727,-0.32923,-0.94214,0.0082638,-0.4921,0.34298,0.14393,-0.022441,0.025373,12.99,0
0.26352,-1.8129,-0.31109,0.41293,-0.79461,0.19636,0.41663,-0.062991,0.34539,-0.36364,0.37969,0.9111,0.13322,0.11893,-0.67452,0.33785,-0.45055,-0.0011729,0.85837,1.011,0.0026723,-1.0423,-0.48054,-0.41474,0.11171,0.81959,-0.16891,0.078203,526.96,0
-0.24783,-0.28268,1.6534,-1.0149,-0.68043,0.88636,-0.5382,0.37797,-1.2309,0.52251,0.60521,-0.9242,-0.36316,-0.14202,1.12,1.1904,0.17638,-0.10661,1.5986,0.37367,0.5457,1.401,-0.13399,-0.81078,-0.34854,0.093031,0.16563,0.13042,70,0
-0.26338,0.9591,0.28574,0.60407,3.2288,3.7995,0.71529,0.42915,-1.1555,0.87323,-0.34112,-0.79321,-0.15997,-0.056968,0.42955,0.61128,-1.2997,0.28044,-0.44745,0.13995,-0.015245,0.059111,-0.29182,0.9929,-0.12894,-0.11106,-0.34021,-0.3103,4.38,0
1.0878,-0.14355,1.3743,1.2874,-1.1006,-0.01711,-0.70561,0.26658,0.73537,-0.011941,0.95939,0.82593,-0.86398,0.0049541,-0.45215,0.25112,-0.37948,0.46153,0.0048798,-0.17253,-0.0039043,0.11228,0.014104,0.51227,0.3296,-0.43653,0.06325,0.029067,12.99,0
-2.4212,-1.3696,2.2613,2.011,1.8785,-1.2756,-1.251,0.21262,0.14261,0.00098163,-0.50459,-0.032402,-0.97731,0.028346,0.46221,-1.1935,0.86324,-0.60663,0.80071,-0.41178,-0.089577,0.15774,-0.62486,0.48716,0.27089,-0.09337,0.33006,-0.05634,24,0
-0.39172,1.1064,0.78777,0.51053,0.83297,0.15166,0.58815,0.31291,-0.77283,-0.86883,1.8812,0.062619,-1.0708,-0.70176,0.7424,0.045569,1.0167,0.30558,-0.86547,-0.15577,0.12219,0.36502,-0.21395,-0.42185,0.045355,-0.3233,0.080659,0.037889,1,0
-1.0457,0.48551,1.5692,0.16093,0.86246,0.52304,0.766,0.092998,-0.037045,-0.18466,1.0626,0.37641,-1.4232,0.075106,-1.0403,-0.70884,-0.034009,-0.75918,-0.96168,-0.37713,0.012875,0.35981,-0.075788,-0.31759,-0.073339,-0.53277,-0.24114,-0.12489,17.56,0
1.202,-0.034452,0.69663,0.95675,-0.0058267,1.0952,-0.57452,0.24344,0.78842,-0.28325,-1.6,0.792,1.5477,-0.67065,0.39082,0.133,-0.55138,-0.21306,-0.052585,-0.031041,-0.10966,-0.011904,-0.16696,-1.2951,0.57079,-0.29685,0.094955,0.024008,12.99,0
-0.59206,0.7859,2.8065,2.9355,-0.35668,1.1276,-0.22513,0.51486,-0.75754,0.52322,0.1041,-0.25315,-1.2884,-0.076337,-0.64412,-0.058815,0.17229,0.69533,1.6657,0.13495,-0.10516,-0.21689,-0.19051,-0.033156,-0.001445,0.20018,0.10961,0.084341,18.96,0
1.2191,0.053694,-0.18032,0.68094,0.52158,0.89323,-0.20139,0.33303,0.10031,0.19402,-0.23357,-0.44222,-1.4889,0.80348,0.86655,0.78938,-0.99628,0.39438,0.29186,-0.17939,-0.3647,-1.1987,-0.024733,-1.8248,0.33488,-0.58918,0.019988,0.00053203,22.58,0
-0.34287,-0.19955,1.9764,-0.0034949,-1.1704,0.8835,-0.15188,0.16011,0.13797,-0.060122,-2.201,0.85204,1.4789,-1.6537,-2.7501,-1.814,-0.021558,1.1028,-1.0183,-0.57216,-0.31344,0.086207,0.1096,-0.098951,-0.94301,-0.61866,0.25331,0.24027,99.82,0
-1.1777,0.3185,1.7271,-0.54958,0.73729,-0.050963,0.55548,-0.041756,0.21952,-0.26239,-0.14399,-0.57637,-2.129,0.045079,-1.1321,0.31123,-0.73991,0.32651,0.37748,-0.32136,-0.27932,-0.64057,-0.55458,-0.51051,0.40327,0.17833,-0.35458,-0.23333,25.36,0
-0.3527,0.97552,1.6034,-0.28247,0.48056,-0.22265,0.85019,-0.26502,-0.28346,-0.16035,-0.89986,0.28548,1.5845,-0.49093,0.85647,0.36269,-0.93692,-0.014101,0.22111,0.30462,-0.13909,-0.062304,-0.23153,-0.41257,-0.18093,0.20113,0.17883,-0.03465,7.81,0
1.087,0.045122,0.47577,1.3442,-0.30264,0.0044076,-0.096404,0.1829,0.19346,0.073513,1.1442,0.66265,-1.421,0.50999,-0.67944,-0.52963,0.15391,-0.40324,-0.15006,-0.23999,-0.044044,-0.0078694,-0.044243,0.21338,0.56262,-0.34003,0.026737,0.0071853,18.61,0
-0.44364,0.98119,1.2344,0.099497,-0.05127,-0.92744,0.86279,-0.097128,-0.44232,-0.5561,-0.17586,0.022964,0.33625,-0.46451,0.87537,0.38151,-0.0062876,-0.14479,-0.10399,0.2391,-0.23077,-0.67744,0.099784,0.3342,-0.13278,0.069674,0.22941,0.10288,49.99,0
1.081,-0.13945,0.48388,0.64206,-0.18685,0.53828,-0.30275,0.31592,0.27733,-0.10233,1.3969,1.0504,-0.70359,0.29514,-0.34487,-0.65101,0.37638,-1.0567,-0.21632,-0.18704,-0.12404,-0.19006,0.057896,-0.26935,0.25384,0.31189,0.0015913,-0.0034678,17.24,0
1.4788,-0.55109,-0.52315,-0.83115,-0.19541,-0.28919,-0.27925,-0.20561,-0.64781,0.5766,-1.7628,-1.0103,0.14299,-0.25663,-0.11472,0.9408,0.11977,-1.1888,1.3355,0.13149,0.071144,0.21063,-0.35628,-0.95415,0.96344,0.019195,-0.016289,-0.0063837,34,0
-0.60883,0.87684,2.4957,3.1387,0.16126,-0.1071,0.51585,-0.13823,-1.0351,0.85191,-0.25099,0.42024,1.0343,-0.55515,0.067541,-0.68094,0.36602,-0.58361,1.0523,0.55461,-0.26287,-0.43924,-0.0067747,0.71747,0.19974,0.072401,0.099756,-0.13652,35.11,0
-1.4654,1.3822,1.0198,0.25037,1.0114,-1.2818,1.1869,-0.31261,-0.7015,-1.0673,0.20577,0.31504,1.2976,-1.9518,0.41061,0.62267,0.53444,0.48584,-1.0964,0.0047837,-0.038147,0.083481,-0.26602,0.27083,0.75435,-0.49153,-0.68982,-0.32937,1,0
1.1206,-0.31331,0.39531,0.59676,-0.42041,0.32586,-0.4041,0.28307,0.63003,-0.066353,0.58169,0.29192,-1.696,0.32931,-0.63928,-0.28294,0.10355,-0.23621,0.27818,-0.18309,-0.039016,0.0057315,-0.10884,-0.28323,0.44131,0.57953,-0.026439,-0.0070823,29.95,0
1.1058,0.33301,0.18415,1.2769,-0.078118,-0.81095,0.45933,-0.17055,-0.29056,-0.00020546,0.17183,0.33686,-0.35303,0.64816,0.95732,-0.39056,0.063751,-1.2016,-0.64113,-0.12687,-0.28253,-0.91037,0.14905,0.34878,0.32233,-0.67107,0.0059127,0.028252,45.3,0
-0.42027,0.81476,1.5132,1.2928,0.13805,0.22334,1.0881,-0.15028,-0.21639,0.036197,-0.48913,0.18131,0.083522,-0.23631,0.22361,-1.3005,0.50632,-0.71151,0.70841,0.36987,-0.043948,0.31361,-0.033527,0.097487,-0.080282,-0.25518,0.24413,-0.013384,79.18,0
-0.96151,0.74335,1.1736,-0.22259,0.74053,1.74,0.31301,0.69942,0.35472,-0.33326,-0.56608,-0.40862,-1.5122,0.10631,0.87859,-1.4769,1.1343,-2.1434,-0.9818,0.0058768,-0.15286,-0.011971,-0.039394,-1.5044,-0.24825,0.41129,0.49732,0.2075,26.98,0
0.2831,0.81928,1.0543,0.34849,-0.15682,-0.50917,0.050382,-0.90818,-0.4069,-0.6109,0.61023,0.96678,1.1679,-0.41969,1.1238,0.076192,0.36898,-0.97522,-0.80296,-0.16524,0.5094,-0.96212,0.040063,0.38139,0.75412,0.17919,0.051791,0.11412,1.98,0
-0.60248,0.47909,0.54975,-1.0698,-0.50169,0.21478,-0.13968,0.55844,-1.9143,0.39576,1.5012,-0.34697,-0.71669,0.66159,0.47134,0.25172,1.1113,-1.5577,0.97903,-0.046953,0.43387,1.0393,-0.025035,-0.26075,-0.45698,-0.11758,-0.07371,0.055204,42.81,0
-0.66351,-0.044443,1.0293,-2.4981,-1.3501,-0.79877,-0.58107,0.481,-2.517,0.9618,0.65616,-0.75986,-0.5226,0.21325,-0.78282,0.11047,0.19216,0.69576,-0.56921,-0.35788,-0.051895,0.070846,0.039321,0.27575,-0.33025,-0.42394,0.25199,0.13396,25,0
-1.1691,1.0963,0.66969,1.0525,0.42247,0.70345,0.039273,0.67207,-0.4574,0.095543,0.15709,0.56515,-0.33275,0.45691,-0.39264,-0.65531,0.24212,0.14419,1.3606,-0.1156,-0.010604,0.22439,0.0013453,-0.80753,0.035781,-0.1981,0.091107,0.075884,0.99,0
-0.43834,1.0284,1.4555,-0.23027,0.1989,-0.35833,0.65913,0.059988,-0.74186,-0.16749,1.1231,0.90658,0.71745,0.17748,0.094042,0.45945,-0.80597,0.16591,0.42294,0.17361,-0.18752,-0.48544,-0.074138,-0.0025855,-0.15393,0.071891,0.26423,0.10927,7.14,0
